frame_index,timestamp_s,ball_x,ball_y,radius_px,circularity,v_at_center,confidence,n_candidates
199,3.3192,760.16,359.88,12.73,0.627,229,0.564,2
200,3.3359,810.67,348.54,12.49,0.674,230,0.608,4
201,3.3526,860.18,338.14,12.19,0.694,229,0.623,2
202,3.3693,908.68,328.76,12.03,0.707,229,0.635,2
203,3.386,956.09,320.43,12.12,0.726,230,0.655,1
204,3.4026,1002.6,313.19,12.57,0.737,230,0.665,2
205,3.4193,1048.58,307.17,12.56,0.625,231,0.566,3
206,3.436,1093.76,302.39,11.43,0.671,230,0.605,2
207,3.4527,1138.06,298.42,10.96,0.677,232,0.616,1
208,3.4694,1181.81,294.99,10.55,0.784,231,0.71,2
209,3.486,1224.97,292.14,10.65,0.762,231,0.69,2
210,3.5027,1267.19,290.03,10.51,0.733,231,0.664,4
211,3.5194,1308.42,288.77,10.45,0.689,230,0.621,2
212,3.5361,1349.06,288.38,10.28,0.773,230,0.697,2
213,3.5528,1389.29,288.77,10.3,0.726,230,0.654,1
214,3.5694,1429.05,289.85,10.37,0.787,230,0.71,1
215,3.5861,1467.85,291.69,10.16,0.79,231,0.715,1
216,3.6028,1500.45,293.86,10.16,0.7,232,0.637,2
217,3.6195,1511.28,295.09,7.44,0.853,230,0.769,1
218,3.6361,1488.2,294.52,10.85,0.679,226,0.602,1
219,3.6528,1443.52,293.1,10.52,0.729,228,0.652,1
220,3.6695,1393.67,291.92,10.07,0.73,228,0.653,1
221,3.6862,1344.58,291.35,9.8,0.697,229,0.626,1
222,3.7029,1296.76,291.52,10.46,0.688,229,0.618,1
223,3.7195,1249.93,292.34,10.35,0.604,230,0.544,1
224,3.7362,1203.8,293.63,10.01,0.743,225,0.656,1
225,3.7529,1158.29,295.16,10.23,0.678,226,0.601,1
226,3.7696,1113.9,296.91,10.72,0.698,226,0.618,1
227,3.7863,1070.9,299.17,10.89,0.535,226,0.475,1
228,3.8029,1028.87,302.14,10.77,0.706,226,0.626,1
229,3.8196,987.54,305.89,10.78,0.718,229,0.645,1
230,3.8363,947.05,310.31,10.06,0.672,229,0.604,1
231,3.853,907.47,315.17,10.01,0.711,229,0.638,2
232,3.8697,868.63,320.49,9.8,0.691,229,0.621,1
233,3.8863,830.44,326.3,9.74,0.694,230,0.626,1
234,3.903,792.93,332.6,9.92,0.659,230,0.594,1
235,3.9197,756.15,339.29,10.17,0.639,232,0.581,2
236,3.9364,720.01,346.26,10.04,0.637,230,0.575,1
237,3.9531,684.56,353.61,9.42,0.582,230,0.525,1
238,3.9697,649.61,361.4,9.01,0.586,230,0.529,1
239,3.9864,615.31,369.57,9.71,0.52,226,0.461,2
240,4.0031,581.37,378.16,7.36,0.639,225,0.564,1
241,4.0198,547.04,387.54,9.3,0.66,225,0.583,1
242,4.0365,516.1,396.4,9.07,0.702,228,0.627,1
243,4.0531,498.91,400.91,7.51,0.714,223,0.625,1
244,4.0698,503.9,397.64,7.61,0.693,226,0.614,1
245,4.0865,524.26,389.14,8.65,0.656,226,0.581,1
246,4.1032,550.3,379.18,8.22,0.749,230,0.676,1
247,4.1199,577.85,369.31,8.52,0.739,231,0.669,1
248,4.1365,605.26,360.21,9.46,0.698,232,0.635,1
249,4.1532,632.73,351.8,9.67,0.721,232,0.656,1
250,4.1699,660.54,344.0,9.73,0.658,233,0.602,1
251,4.1866,688.77,336.82,9.51,0.659,232,0.599,1
252,4.2033,717.42,330.2,9.82,0.681,233,0.622,1
253,4.2199,746.46,324.19,9.96,0.721,233,0.659,1
254,4.2366,775.92,318.73,9.99,0.709,235,0.654,1
255,4.2533,805.93,313.89,10.08,0.686,236,0.635,1
256,4.27,836.38,309.82,10.16,0.718,232,0.653,1
257,4.2867,867.05,306.44,10.08,0.707,233,0.646,1
258,4.3033,898.09,303.62,10.46,0.783,235,0.722,1
259,4.32,929.7,301.44,10.64,0.797,237,0.741,1
260,4.3367,961.77,300.05,11.16,0.815,235,0.751,1
261,4.3534,994.24,299.6,11.08,0.655,233,0.598,1
262,4.3701,1027.29,300.08,11.35,0.743,232,0.676,1
263,4.3867,1060.98,301.4,11.14,0.682,236,0.631,1
264,4.4034,1095.2,303.38,11.48,0.753,235,0.694,1
265,4.4201,1129.95,306.09,11.17,0.749,235,0.69,1
266,4.4368,1165.16,309.61,11.51,0.784,236,0.726,1
267,4.4534,1201.02,313.9,11.54,0.788,236,0.729,2
268,4.4701,1237.34,319.02,11.7,0.782,236,0.724,2
269,4.4868,1274.1,325.06,12.25,0.791,235,0.729,1
270,4.5035,1311.68,332.11,12.08,0.791,237,0.735,1
271,4.5202,1350.15,340.15,12.15,0.749,235,0.69,1
272,4.5368,1389.17,349.05,12.48,0.785,233,0.717,1
273,4.5535,1428.65,358.81,13.3,0.698,235,0.643,1
274,4.5702,1468.64,369.55,13.32,0.603,236,0.558,1
275,4.5869,1510.36,381.58,12.43,0.688,236,0.637,3
276,4.6036,1553.05,393.64,12.77,0.731,236,0.677,1
277,4.6202,,,,,,0.0,0
278,4.6369,1582.58,400.85,8.84,0.47,233,0.43,2
279,4.6536,1581.93,398.67,14.13,0.585,238,0.546,1
280,4.6703,1562.2,389.93,15.88,0.481,224,0.422,4
281,4.687,1537.04,378.55,12.38,0.793,236,0.734,1
282,4.7036,1511.88,367.56,12.39,0.751,237,0.698,1
283,4.7203,1488.26,358.13,12.35,0.793,237,0.737,1
