frame_index,timestamp_s,ball_x,ball_y,radius_px,circularity,v_at_center,confidence,n_candidates
363,6.0547,541.67,341.31,5.34,0.783,188,0.577,8
364,6.0714,541.49,340.52,5.06,0.764,189,0.566,7
365,6.088,541.27,339.82,4.89,0.548,190,0.409,10
366,6.1047,540.95,339.04,5.05,0.736,189,0.545,7
367,6.1214,540.6,338.17,5.09,0.726,189,0.538,11
368,6.1381,540.18,337.38,5.08,0.67,189,0.497,7
369,6.1548,539.62,336.62,5.22,0.834,192,0.628,9
370,6.1714,538.97,335.73,5.17,0.758,188,0.559,12
371,6.1881,543.45,333.97,5.25,0.771,189,0.571,9
372,6.2048,566.77,328.68,4.9,0.673,189,0.499,9
373,6.2215,608.79,319.02,5.84,0.324,195,0.248,9
374,6.2382,639.36,309.46,4.32,0.622,195,0.475,13
375,6.2548,648.8,303.11,4.09,0.699,190,0.521,13
376,6.2715,648.91,298.73,4.22,0.587,192,0.442,17
377,6.2882,647.87,294.94,4.39,0.71,192,0.534,15
378,6.3049,647.12,291.54,4.35,0.735,194,0.559,14
379,6.3216,646.57,288.62,4.57,0.768,190,0.573,13
380,6.3382,646.11,286.12,4.53,0.72,193,0.545,14
381,6.3549,645.74,284.14,4.51,0.762,193,0.577,18
382,6.3716,645.38,282.57,4.44,0.682,190,0.508,13
383,6.3883,645.0,281.22,4.51,0.725,193,0.548,11
384,6.405,644.7,280.15,4.62,0.688,194,0.524,15
385,6.4216,609.3,264.11,4.44,0.858,198,0.666,12
386,6.4383,451.75,195.46,4.62,0.722,194,0.549,17
